Año,Entidad,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2020,Sonora,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,1,2,2,1,0,0,0,3,1,0,,
2020,Sonora,Violación simple,Violación simple,Violación simple,10,13,14,13,25,20,16,14,20,26,,
2020,Sonora,Violación equiparada,Violación equiparada,Violación equiparada,9,4,1,1,9,3,3,2,5,6,,
2020,Sonora,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,1,4,5,4,11,6,11,3,13,4,,
2020,Sonora,Robo,Robo a casa habitación,Con violencia,66,47,63,47,65,66,67,49,67,44,,
2020,Sonora,Robo,Robo a casa habitación,Sin violencia,47,19,33,48,63,59,72,30,40,39,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,38,51,29,41,35,41,41,40,38,39,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,205,153,156,109,109,120,132,117,131,104,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,14,6,13,13,17,13,16,17,16,22,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,47,52,34,33,31,26,32,27,31,33,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo de autopartes,Con violencia,3,2,1,0,2,4,8,5,2,8,,
2020,Sonora,Robo,Robo de autopartes,Sin violencia,5,1,2,3,4,8,1,4,2,9,,
2020,Sonora,Robo,Robo a transportista,Con violencia,1,0,2,2,1,0,2,0,1,1,,
2020,Sonora,Robo,Robo a transportista,Sin violencia,0,1,0,0,0,0,0,0,0,1,,
2020,Sonora,Robo,Robo a transeúnte en vía pública,Con violencia,19,31,24,17,11,22,16,17,25,19,,
2020,Sonora,Robo,Robo a transeúnte en vía pública,Sin violencia,4,3,4,8,7,3,7,2,5,6,,
2020,Sonora,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,13,18,25,13,32,12,21,16,14,14,,
2020,Sonora,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,8,5,3,3,9,3,9,7,6,4,,
2020,Sonora,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,1,0,0,0,0,,
2020,Sonora,Robo,Robo en transporte público individual,Sin violencia,0,0,0,1,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo en transporte individual,Con violencia,0,1,0,0,1,0,2,0,1,1,,
2020,Sonora,Robo,Robo en transporte individual,Sin violencia,1,0,1,1,0,0,2,2,4,0,,
2020,Sonora,Robo,Robo a institución bancaria,Con violencia,0,0,0,1,0,1,0,0,1,0,,
2020,Sonora,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,0,0,1,0,,
2020,Sonora,Robo,Robo a negocio,Con violencia,93,70,47,41,36,42,41,22,28,22,,
2020,Sonora,Robo,Robo a negocio,Sin violencia,22,35,19,11,18,10,29,24,17,16,,
2020,Sonora,Robo,Robo de ganado,Con violencia,1,0,2,1,0,0,2,1,1,2,,
2020,Sonora,Robo,Robo de ganado,Sin violencia,2,7,4,13,5,8,14,7,7,10,,
2020,Sonora,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,1,0,2,3,1,0,0,1,1,0,,
2020,Sonora,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,11,9,8,7,2,1,3,3,6,1,,
2020,Sonora,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,1,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,1,0,1,2,0,0,0,1,,
2020,Sonora,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,1,0,0,0,0,,
2020,Sonora,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Robo,Otros robos,Con violencia,321,253,236,213,273,234,296,255,256,221,,
2020,Sonora,Robo,Otros robos,Sin violencia,45,33,44,75,99,74,148,51,101,90,,
2020,Sonora,Fraude,Fraude,Fraude,47,28,46,33,1,5,108,33,55,74,,
2020,Sonora,Abuso de confianza,Abuso de confianza,Abuso de confianza,16,12,14,5,4,4,20,17,24,25,,
2020,Sonora,Extorsión,Extorsión,Extorsión,3,3,0,4,7,3,8,6,2,9,,
2020,Sonora,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,98,114,133,106,135,116,253,274,317,380,,
2020,Sonora,Despojo,Despojo,Despojo,32,26,23,11,9,9,34,28,39,45,,
2020,Sonora,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,24,23,25,12,16,26,22,26,30,16,,
2020,Sonora,Violencia familiar,Violencia familiar,Violencia familiar,314,371,381,174,589,460,376,492,542,589,,
2020,Sonora,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,0,0,0,1,2,1,1,3,0,,
2020,Sonora,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,104,130,126,26,19,25,107,139,214,200,,
2020,Sonora,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,9,8,7,4,20,19,15,5,5,12,,
2020,Sonora,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,6,3,2,4,2,0,3,6,8,,
2020,Sonora,Trata de personas,Trata de personas,Trata de personas,0,0,1,0,0,0,0,0,0,0,,
2020,Sonora,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,1,3,2,6,6,5,9,6,16,7,,
2020,Sonora,Narcomenudeo,Narcomenudeo,Narcomenudeo,271,214,315,284,124,191,195,217,239,255,,
2020,Sonora,Amenazas,Amenazas,Amenazas,22,27,43,37,38,49,67,53,59,108,,
2020,Sonora,Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,19,15,20,20,24,15,14,8,17,29,,
2020,Sonora,Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Falsedad,Falsedad,Falsedad,4,2,0,0,1,0,0,2,5,4,,
2020,Sonora,Falsificación,Falsificación,Falsificación,2,2,1,0,0,0,1,3,4,3,,
2020,Sonora,Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,5,5,9,1,4,5,2,5,5,1,,
2020,Sonora,Electorales,Electorales,Electorales,0,0,0,0,0,0,0,0,0,0,,
2020,Sonora,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,122,118,121,65,79,66,72,117,151,157,,
2020,Tabasco,Homicidio,Homicidio doloso,Con arma de fuego,36,33,37,24,22,21,40,34,29,28,,
2020,Tabasco,Homicidio,Homicidio doloso,Con arma blanca,5,6,9,2,5,6,10,9,7,7,,
2020,Tabasco,Homicidio,Homicidio doloso,Con otro elemento,9,7,7,3,3,7,3,2,5,6,,
2020,Tabasco,Homicidio,Homicidio doloso,No especificado,0,1,1,1,0,2,1,0,0,0,,
2020,Tabasco,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Homicidio,Homicidio culposo,En accidente de tránsito,25,27,35,11,12,30,23,21,32,28,,
2020,Tabasco,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Lesiones,Lesiones dolosas,Con arma de fuego,13,12,19,9,1,9,14,21,14,9,,
2020,Tabasco,Lesiones,Lesiones dolosas,Con arma blanca,29,28,34,10,0,41,45,44,28,16,,
2020,Tabasco,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Lesiones,Lesiones dolosas,No especificado,300,328,334,142,149,269,317,335,350,351,,
2020,Tabasco,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Lesiones,Lesiones culposas,En accidente de tránsito,83,91,84,35,28,56,47,66,75,107,,
2020,Tabasco,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Feminicidio,Feminicidio,Con arma de fuego,0,1,0,1,0,0,0,0,0,0,,
2020,Tabasco,Feminicidio,Feminicidio,Con arma blanca,1,0,0,0,1,1,2,2,1,0,,
2020,Tabasco,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,0,0,1,0,,
2020,Tabasco,Feminicidio,Feminicidio,No especificado,0,1,0,1,0,0,0,0,0,0,,
2020,Tabasco,Aborto,Aborto,Aborto,0,0,0,0,0,0,2,0,0,0,,
2020,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,61,56,51,53,36,48,55,55,63,65,,
2020,Tabasco,Secuestro,Secuestro,Secuestro extorsivo,6,5,2,0,3,1,2,3,2,2,,
2020,Tabasco,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,57,40,39,20,15,34,55,60,61,67,,
2020,Tabasco,Abuso sexual,Abuso sexual,Abuso sexual,16,18,27,8,2,9,9,11,18,14,,
2020,Tabasco,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,17,27,34,3,9,16,18,23,19,24,,
2020,Tabasco,Violación simple,Violación simple,Violación simple,19,22,30,16,8,20,32,26,32,25,,
2020,Tabasco,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,62,42,68,27,30,47,44,42,57,47,,
2020,Tabasco,Robo,Robo a casa habitación,Con violencia,24,17,19,14,7,11,17,17,13,16,,
2020,Tabasco,Robo,Robo a casa habitación,Sin violencia,188,142,142,92,91,135,132,156,139,160,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,58,40,52,38,16,41,41,48,32,49,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,120,79,63,36,37,42,50,73,54,56,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,30,30,31,18,9,39,36,40,32,29,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,139,96,53,32,41,55,73,75,59,55,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de autopartes,Sin violencia,0,0,3,0,0,1,2,2,1,1,,
2020,Tabasco,Robo,Robo a transportista,Con violencia,0,0,1,2,0,0,1,0,0,0,,
2020,Tabasco,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,4,0,0,0,0,,
2020,Tabasco,Robo,Robo a transeúnte en vía pública,Con violencia,475,442,401,155,145,251,319,347,366,416,,
2020,Tabasco,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,1,0,0,0,0,,
2020,Tabasco,Robo,Robo en transporte público individual,Sin violencia,1,2,1,0,0,1,2,0,0,0,,
2020,Tabasco,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,1,0,0,0,0,0,,
2020,Tabasco,Robo,Robo en transporte público colectivo,Sin violencia,0,2,0,0,0,1,0,0,0,0,,
2020,Tabasco,Robo,Robo en transporte individual,Con violencia,1,0,1,1,0,2,0,0,0,1,,
2020,Tabasco,Robo,Robo en transporte individual,Sin violencia,0,2,2,0,0,3,0,2,1,0,,
2020,Tabasco,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo a institución bancaria,Sin violencia,0,1,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo a negocio,Con violencia,84,98,61,45,41,45,51,54,62,38,,
2020,Tabasco,Robo,Robo a negocio,Sin violencia,75,79,80,45,41,56,70,70,50,64,,
2020,Tabasco,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de ganado,Sin violencia,77,62,76,37,33,46,54,59,56,65,,
2020,Tabasco,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Robo,Otros robos,Con violencia,242,206,186,88,100,102,150,156,166,166,,
2020,Tabasco,Robo,Otros robos,Sin violencia,71,57,87,45,30,56,42,34,49,54,,
2020,Tabasco,Fraude,Fraude,Fraude,81,81,71,16,22,67,80,101,103,96,,
2020,Tabasco,Abuso de confianza,Abuso de confianza,Abuso de confianza,49,64,49,10,16,46,55,57,80,52,,
2020,Tabasco,Extorsión,Extorsión,Extorsión,11,8,9,7,5,11,9,7,12,9,,
2020,Tabasco,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,211,176,199,92,100,178,227,228,192,231,,
2020,Tabasco,Despojo,Despojo,Despojo,43,39,36,10,20,34,47,54,52,45,,
2020,Tabasco,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,16,12,14,5,2,9,12,20,15,11,,
2020,Tabasco,Violencia familiar,Violencia familiar,Violencia familiar,558,607,587,258,270,492,625,681,660,668,,
2020,Tabasco,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,101,84,93,1,10,56,67,97,110,89,,
2020,Tabasco,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,2,3,2,0,0,0,3,3,6,4,,
2020,Tabasco,Corrupción de menores,Corrupción de menores,Corrupción de menores,6,4,4,2,2,2,4,5,4,6,,
2020,Tabasco,Trata de personas,Trata de personas,Trata de personas,0,1,1,0,0,0,0,0,0,0,,
2020,Tabasco,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Narcomenudeo,Narcomenudeo,Narcomenudeo,11,5,9,4,1,7,9,6,7,13,,
2020,Tabasco,Amenazas,Amenazas,Amenazas,368,357,395,110,125,303,422,461,402,405,,
2020,Tabasco,Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,30,41,46,22,16,43,36,39,51,39,,
2020,Tabasco,Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,1,0,1,1,0,1,,
2020,Tabasco,Falsedad,Falsedad,Falsedad,3,4,1,1,0,0,2,1,3,4,,
2020,Tabasco,Falsificación,Falsificación,Falsificación,20,26,10,2,3,11,15,29,17,19,,
2020,Tabasco,Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,0,,
2020,Tabasco,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,17,22,24,14,29,21,26,33,24,20,,
2020,Tabasco,Electorales,Electorales,Electorales,0,1,0,0,0,0,0,0,0,0,,
2020,Tabasco,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,615,681,695,450,420,559,627,616,671,632,,
2020,Tamaulipas,Homicidio,Homicidio doloso,Con arma de fuego,37,53,30,25,30,34,30,26,23,12,,
2020,Tamaulipas,Homicidio,Homicidio doloso,Con arma blanca,4,6,0,5,10,4,6,8,4,7,,
2020,Tamaulipas,Homicidio,Homicidio doloso,Con otro elemento,16,14,16,17,11,11,19,17,16,21,,
2020,Tamaulipas,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Homicidio,Homicidio culposo,En accidente de tránsito,26,42,34,35,30,31,34,39,38,48,,
2020,Tamaulipas,Homicidio,Homicidio culposo,Con otro elemento,17,17,24,25,18,15,22,31,23,24,,
2020,Tamaulipas,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Lesiones,Lesiones dolosas,Con arma de fuego,2,0,0,3,2,1,1,0,1,0,,
2020,Tamaulipas,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Lesiones,Lesiones dolosas,Con otro elemento,105,140,116,95,86,100,117,133,122,113,,
2020,Tamaulipas,Lesiones,Lesiones dolosas,No especificado,61,71,76,48,44,58,50,37,59,52,,
2020,Tamaulipas,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Lesiones,Lesiones culposas,En accidente de tránsito,57,54,64,37,45,54,32,39,60,62,,
2020,Tamaulipas,Lesiones,Lesiones culposas,Con otro elemento,2,2,2,5,4,2,2,4,8,2,,
2020,Tamaulipas,Lesiones,Lesiones culposas,No especificado,16,11,23,5,10,15,9,14,13,18,,
2020,Tamaulipas,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,0,0,1,0,,
2020,Tamaulipas,Feminicidio,Feminicidio,Con otro elemento,4,0,0,1,0,1,0,0,3,0,,
2020,Tamaulipas,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Aborto,Aborto,Aborto,4,2,6,2,3,1,2,4,5,0,,
2020,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,18,19,20,10,15,17,24,15,26,15,,
2020,Tamaulipas,Secuestro,Secuestro,Secuestro extorsivo,2,0,0,0,0,0,0,0,4,1,,
2020,Tamaulipas,Secuestro,Secuestro,Secuestro con calidad de rehén,0,1,2,1,1,0,5,0,0,2,,
2020,Tamaulipas,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,35,54,34,32,31,38,24,24,40,38,,
2020,Tamaulipas,Abuso sexual,Abuso sexual,Abuso sexual,49,53,63,22,40,39,33,38,55,51,,
2020,Tamaulipas,Acoso sexual,Acoso sexual,Acoso sexual,6,8,11,1,3,3,9,8,7,4,,
2020,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,5,6,6,0,4,3,1,2,1,0,,
2020,Tamaulipas,Violación simple,Violación simple,Violación simple,26,32,49,24,36,35,32,37,36,47,,
2020,Tamaulipas,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,9,8,10,6,7,7,11,16,8,19,,
2020,Tamaulipas,Robo,Robo a casa habitación,Con violencia,15,8,9,13,14,18,14,16,17,18,,
2020,Tamaulipas,Robo,Robo a casa habitación,Sin violencia,149,129,102,66,84,119,89,85,122,115,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,95,102,84,74,66,68,83,83,78,102,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,121,105,105,81,77,102,70,73,84,88,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,4,2,1,1,3,4,0,2,0,2,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,21,18,19,10,15,16,15,17,13,14,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de autopartes,Sin violencia,0,1,3,0,0,0,3,1,2,1,,
2020,Tamaulipas,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a transeúnte en vía pública,Con violencia,8,10,12,3,9,8,1,10,11,5,,
2020,Tamaulipas,Robo,Robo a transeúnte en vía pública,Sin violencia,1,6,3,1,0,0,2,0,1,3,,
2020,Tamaulipas,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a institución bancaria,Con violencia,1,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a institución bancaria,Sin violencia,0,0,1,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo a negocio,Con violencia,79,68,118,63,56,101,67,86,73,105,,
2020,Tamaulipas,Robo,Robo a negocio,Sin violencia,29,38,35,13,15,26,25,32,22,28,,
2020,Tamaulipas,Robo,Robo de ganado,Con violencia,0,3,2,1,2,0,1,1,0,3,,
2020,Tamaulipas,Robo,Robo de ganado,Sin violencia,8,7,5,5,6,2,4,3,4,10,,
2020,Tamaulipas,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,1,0,0,0,0,0,0,0,0,,
2020,Tamaulipas,Robo,Otros robos,Con violencia,184,146,112,63,92,110,86,93,83,100,,
